# Resources
# ResourceID	ShiftStartTime (Hours starting from 7am)	ShiftFinishTime (Hours starting from 7am)	Availability (h)
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8

# Tasks
# TaskID	Location	Priority (1: Low; 2: Medium; 3: High)	Duration
1	241	1	37	
2	241	1	242	
3	239	1	72	
4	243	1	63	
5	245	1	205	
6	245	1	253	
7	239	1	47	
8	239	1	200	
9	164	1	43	
10	164	1	155	
11	171	1	85	
12	171	1	13	
13	200	1	9	
14	165	1	253	
15	165	1	9	
16	221	1	283	
17	204	1	288	
18	236	1	363	
19	236	1	423	
20	236	1	38	
21	238	1	111	
22	12	1	16	
23	17	1	19	
24	11	1	70	
25	10	1	193	
26	15	1	135	
27	15	1	76	
28	151	1	59	
29	151	1	24	
30	156	1	85	
31	156	1	182	
32	248	1	26	
33	19	1	92	
34	20	1	131	
35	21	1	251	
36	22	1	2	
37	24	1	141	
38	25	1	182	
39	25	1	56	
40	26	1	128	
41	27	1	100	
42	27	1	50	
43	27	1	198	
44	28	1	198	
45	29	1	112	
46	29	1	47	
47	14	1	74	
48	46	1	268	
49	46	1	37	
50	59	1	5	
51	60	1	354	
52	62	1	63	
53	65	1	159	
54	65	1	138	
55	66	1	21	
56	66	1	60	
57	67	1	340	
58	67	1	120	
59	68	1	168	
60	70	1	62	
61	71	1	134	
62	71	1	55	
63	72	1	349	
64	73	1	111	
65	74	1	7	
66	74	1	171	
67	75	1	376	
68	77	1	27	
69	77	1	157	
70	77	1	62	
71	77	1	297	
72	79	1	14	
73	79	1	154	
74	79	1	20	
75	80	1	356	
76	86	1	16	
77	86	1	82	
78	87	1	21	
79	88	1	83	
80	88	1	87	
81	89	1	107	
82	89	1	320	
83	90	1	13	
84	90	1	10	
85	91	1	357	
86	92	1	202	
87	92	1	216	
88	94	1	17	
89	94	1	111	
90	49	1	255	
91	95	1	171	
92	95	1	36	
93	97	1	92	
94	97	1	210	
95	98	1	16	
96	98	1	284	
97	98	1	304	
98	98	1	46	
99	7	1	254	
100	7	1	143	
101	7	1	20	
102	7	1	12	
103	1	1	44	
104	3	1	153	
105	122	1	121	
106	5	1	280	
107	84	1	110	
108	84	1	253	
109	84	1	118	
110	84	1	78	
111	100	1	11	
112	103	1	9	
113	103	1	111	
114	104	1	53	
115	105	1	228	
116	105	1	76	
117	106	1	138	
118	106	1	47	
119	108	1	36	
120	108	1	103	
121	109	1	241	
122	109	1	169	
123	110	1	1	
124	39	1	187	
125	39	1	461	
126	38	1	179	
127	38	1	244	
128	37	1	222	
129	37	1	223	
130	42	1	148	
131	30	1	15	
132	30	1	96	
133	40	1	125	
134	32	1	24	
135	33	1	11	
136	33	1	35	
137	35	1	312	
138	217	1	163	
139	217	1	74	
140	54	1	37	
141	54	1	260	
142	50	1	8	
143	50	1	12	
144	51	1	106	
145	51	1	48	
146	52	1	276	
147	53	1	291	
148	45	1	137	
149	45	1	211	
150	45	1	15	
151	45	1	266	
152	45	1	147	
153	45	1	29	
154	45	1	54	
155	45	1	108	
156	45	1	437	
157	45	1	187	
158	45	1	219	
159	45	1	35	
160	45	1	66	
161	45	1	234	
162	45	1	38	
163	45	1	59	
164	45	1	2	
165	45	1	4	
166	45	1	41	
167	45	1	55	
168	45	1	50	
169	47	1	433	
170	48	1	244	
171	114	1	61	
172	114	1	80	
173	115	1	19	
174	116	1	153	
175	116	1	372	
176	116	1	3	
177	118	1	158	
178	117	1	65	
179	119	1	51	
180	119	1	172	
181	113	1	175	
182	177	1	50	
183	177	1	261	
184	177	1	172	
185	137	1	147	
186	137	1	90	
187	55	1	4	
188	120	1	101	
189	120	1	406	
190	101	1	6	
191	101	1	25	
192	125	1	1	
193	125	1	84	
194	125	1	46	
195	57	1	146	
196	57	1	69	
197	57	1	19	
198	57	1	47	
199	136	1	359	
200	136	1	241	
201	8	1	251	
202	8	1	9	
203	127	1	106	
204	127	1	148	
205	127	1	80	
206	127	1	39	
207	124	1	42	
208	128	1	58	
209	129	1	253	
210	130	1	33	
211	112	1	5	
212	123	1	161	
213	123	1	85	
214	132	1	10	
215	6	1	14	
216	135	1	418	
217	134	1	187	
218	141	1	168	
219	140	1	9	
220	140	1	22	
221	13	1	113	
222	142	1	293	
223	142	1	45	
224	145	1	93	
225	152	1	242	
226	78	1	157	
227	147	1	52	
228	147	1	108	
229	158	1	100	
230	99	1	58	
231	99	1	118	
232	150	1	170	
233	150	1	103	
234	160	1	330	
235	155	1	329	
236	76	1	101	
237	76	1	98	
238	76	1	12	
239	76	1	9	
240	76	1	75	
241	76	1	2	
242	76	1	294	
243	43	1	61	
244	43	1	310	
245	43	1	90	
246	81	1	215	
247	167	1	14	
248	173	1	147	
249	173	1	121	
250	173	1	415	
251	159	1	87	
252	159	1	22	
253	159	1	140	
254	163	1	136	
255	168	1	458	
256	187	1	13	
257	169	1	63	
258	199	1	6	
259	85	1	360	
260	126	1	55	
261	126	1	251	
262	149	1	8	
263	146	1	184	
264	178	1	111	
265	175	1	4	
266	175	1	385	
267	166	1	119	
268	166	1	0	
269	166	1	43	
270	186	1	59	
271	190	1	71	
272	181	1	42	
273	182	1	68	
274	182	1	290	
275	4	1	157	
276	189	1	257	
277	194	1	32	
278	194	1	375	
279	193	1	243	
280	193	1	73	
281	192	1	102	
282	192	1	27	
283	224	1	129	
284	224	1	9	
285	201	1	9	
286	208	1	184	
287	185	1	256	
288	195	1	9	
289	180	1	346	
290	180	1	78	
291	188	1	105	
292	197	1	35	
293	2	1	238	
294	154	1	14	
295	154	1	73	
296	198	1	36	
297	203	1	17	
298	203	1	45	
299	203	1	120	
300	207	1	8	
301	18	1	94	
302	18	1	6	
303	205	1	4	
304	202	1	85	
305	202	1	210	
306	212	1	390	
307	209	1	60	
308	211	1	43	
309	216	1	4	
310	214	1	155	
311	214	1	174	
312	230	1	48	
313	230	1	147	
314	218	1	25	
315	218	1	52	
316	227	1	5	
317	227	1	91	
318	225	1	191	
319	225	1	134	
320	213	1	15	
321	213	1	188	
322	237	1	433	
323	237	1	197	
324	215	1	35	
325	215	1	88	
326	231	1	353	
327	233	1	104	
328	244	1	123	
329	240	1	250	
330	229	1	63	
331	246	1	21	
332	247	1	425	
333	234	1	171	
334	234	1	200	
335	249	1	58	
336	249	1	222	
337	98	1	178	
338	98	1	37	
339	98	1	85	
340	98	1	180	
341	45	1	14	
342	45	1	13	
343	28	1	80	
344	28	1	73	
345	28	1	110	
346	28	1	6	
347	89	1	95	
348	89	1	272	
349	89	1	42	
350	89	1	79	
351	89	1	43	
352	89	1	10	
353	89	1	199	
354	64	1	101	
355	64	1	16	
356	64	1	36	
357	64	1	412	
358	173	1	165	
359	173	1	9	
360	173	1	49	
361	36	1	83	
362	177	1	389	
363	177	1	97	
364	27	1	75	
365	27	1	226	
366	27	1	98	
367	27	1	88	
368	27	1	113	
369	27	1	244	
370	27	1	90	
371	27	1	77	
372	27	1	67	
373	27	1	6	
374	27	1	64	
375	27	1	287	
376	177	1	478	
377	113	1	76	
378	113	1	189	
379	20	1	230	
380	20	1	34	
381	20	1	11	
382	20	1	225	
383	20	1	103	
384	20	1	136	
385	20	1	49	
386	20	1	79	
387	20	1	103	
388	20	1	209	
389	20	1	17	
390	20	1	42	
391	239	1	207	
392	239	1	98	
393	239	1	80	
394	239	1	200	
395	239	1	75	
396	239	1	196	
397	239	1	230	
398	239	1	43	
399	239	1	68	
400	239	1	112	
401	239	1	259	
402	79	1	44	
403	79	1	109	
404	79	1	14	
405	79	1	318	
406	98	1	124	
407	98	1	50	
408	84	1	433	
409	84	1	80	
410	84	1	91	
411	84	1	59	
412	210	1	121	
413	210	1	247	
414	210	1	3	
415	210	1	159	
416	210	1	353	
417	210	1	51	
418	210	1	36	
419	210	1	34	
420	210	1	11	

# Callbacks
# TaskID	Location	Time 	Priority (1: Low; 2: Medium; 3: High)	Duration
421	198	45	2	102
422	37	97	2	60
423	126	128	2	77
424	239	144	2	25
425	65	161	2	29
426	23	204	2	7
427	45	238	2	75
428	103	257	2	6
429	242	301	2	19
430	184	324	2	77
431	37	363	2	64
432	31	367	2	9
433	76	393	2	51
434	96	402	2	11
435	75	461	2	7
436	9	517	2	51
437	37	540	2	2
438	46	1543	2	89
439	126	1549	2	24
440	71	1600	2	13
441	58	1611	2	16
442	9	1618	2	1
443	133	1632	2	52
444	76	1643	2	47
445	37	1807	2	17
446	173	1842	2	17
447	56	1877	2	10
448	84	1882	2	77
449	24	1958	2	19
450	37	2014	2	3
451	141	3055	2	6
452	27	3106	2	21
453	223	3116	2	81
454	173	3117	2	63
455	225	3135	2	60
456	36	3158	2	10
457	43	3233	2	50
458	139	3264	2	44
459	7	3290	2	25
460	37	3323	2	16
461	45	3324	2	2
462	102	3387	2	33
463	173	3403	2	10
464	175	4326	2	80
465	210	4364	2	69
466	34	4419	2	1
467	84	4440	2	20
468	61	4500	2	22
469	104	4513	2	13
470	92	4562	2	1
471	7	4659	2	41
472	6	4712	2	8
473	170	5885	2	8
474	184	5887	2	84
475	28	5926	2	21
476	1	6012	2	69
477	46	6071	2	6
478	96	6095	2	4
479	76	6114	2	16
480	198	6140	2	76
481	77	7281	2	11
482	148	7391	2	57
483	28	7402	2	7
484	242	7496	2	86
485	162	7536	2	88
486	220	8890	2	20
487	24	8949	2	93
488	131	8965	2	45
489	83	8998	2	45
490	128	9023	2	4
491	28	9038	2	37
492	177	9058	2	5
493	162	10175	2	21
494	225	10183	2	10
495	94	10261	2	15
496	84	10282	2	11
497	93	10344	2	58
498	84	10505	2	12
499	107	10602	2	4
500	24	10636	2	1
501	172	11622	2	89
502	84	11623	2	46
503	37	11656	2	68
504	239	11665	2	34
505	17	11739	2	124
506	84	11790	2	115
507	239	11835	2	55
508	84	11880	2	36
509	84	11944	2	3
510	249	12043	2	13
511	137	12043	2	12
512	45	12085	2	4
513	153	13020	2	6
514	155	13071	2	33
515	29	13154	2	32
516	242	13257	2	28
517	99	13266	2	43
518	90	13267	2	75
519	84	13290	2	26
520	155	13417	2	1
521	80	13437	2	1
522	84	14470	2	63
523	239	14561	2	4
524	58	14626	2	45
525	78	14651	2	56
526	161	14710	2	43
527	45	14770	2	37
528	45	14799	2	81
529	239	14804	2	23
530	173	14806	2	40
531	116	14807	2	35
532	229	14837	2	56
533	127	14847	2	26
534	84	14850	2	59
535	143	15981	2	5
536	128	16028	2	19
537	192	16038	2	70
538	27	16056	2	42
539	128	16160	2	76
540	1	16161	2	32
541	175	16314	2	65
542	84	16318	2	63
543	196	16326	2	20
544	2	16331	2	66
545	35	16385	2	40
546	67	17298	2	1
547	38	17323	2	34
548	84	17411	2	4
549	118	17429	2	1
550	83	17546	2	94
551	230	17605	2	35
552	127	17654	2	2
553	146	17659	2	31
554	197	17712	2	3
555	45	17740	2	4
556	45	17816	2	14
557	71	17830	2	32
558	239	18775	2	43
559	213	18821	2	88
560	101	18924	2	23
561	71	18965	2	95
562	45	19106	2	90
563	27	19173	2	95
564	7	19235	2	1
565	239	19235	2	65
566	170	19255	2	22
567	29	19258	2	9
568	101	20190	2	4
569	220	20280	2	38
570	223	20322	2	28
571	104	20367	2	28
572	38	20370	2	12
573	101	20380	2	15
574	84	20485	2	67
575	173	20489	2	25
576	67	20491	2	20
577	61	20587	2	12
578	162	20683	2	6
579	239	21831	2	72
580	223	21860	2	73
581	239	21953	2	11
582	83	21987	2	51
583	220	22041	2	19
584	128	22058	2	93
585	118	23167	2	34
586	161	23189	2	16
587	162	23305	2	25
588	20	23314	2	9
589	67	23344	2	52
590	162	23352	2	54
591	94	23380	2	51
592	120	23428	2	97
593	84	23455	2	103
594	118	23498	2	28
595	86	24504	2	1
596	77	24555	2	1
597	239	24562	2	60
598	84	24656	2	82
599	8	24757	2	82
600	94	24808	2	59
601	43	24855	2	111
602	161	24905	2	25
603	103	25966	2	3
604	229	26037	2	77
605	218	26052	2	17
606	163	26138	2	100
607	23	26177	2	16
608	38	26183	2	34
609	173	26197	2	54
610	2	26325	2	8
611	75	26328	2	77
612	223	26346	2	72
613	71	26403	2	51
614	31	27437	2	30
615	155	27446	2	76
616	43	27529	2	20
617	249	27631	2	6
618	37	27678	2	50
619	157	27740	2	23
620	6	27805	2	15

# Collaborations
