# Resources
# ResourceID	ShiftStartTime (Hours starting from 7am)	ShiftFinishTime (Hours starting from 7am)	Availability (h)
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
7	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
8	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
9	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8
10	2	10	8

# Tasks
# TaskID	Location	Priority (1: Low; 2: Medium; 3: High)	Duration
1	241	1	37
2	241	1	242
3	239	1	72
4	243	1	63
5	245	1	205
6	245	1	253
7	239	1	47
8	239	1	200
9	164	1	43
10	164	1	155
11	171	1	85
12	171	1	13
13	200	1	9
14	165	1	253
15	165	1	9
16	221	1	283
17	204	1	288
18	236	1	363
19	236	1	423
20	236	1	38
21	238	1	111
22	12	1	16
23	17	1	19
24	11	1	70
25	10	1	193
26	15	1	135
27	15	1	76
28	151	1	59
29	151	1	24
30	156	1	85
31	156	1	182
32	248	1	26
33	19	1	92
34	20	1	131
35	21	1	251
36	22	1	2
37	24	1	141
38	25	1	182
39	25	1	56
40	26	1	128
41	27	1	100
42	27	1	50
43	27	1	198
44	28	1	198
45	29	1	112
46	29	1	47
47	14	1	74
48	46	1	268
49	46	1	37
50	59	1	5
51	60	1	354
52	62	1	63
53	65	1	159
54	65	1	138
55	66	1	21
56	66	1	60
57	67	1	340
58	67	1	120
59	68	1	168
60	70	1	62
61	71	1	134
62	71	1	55
63	72	1	349
64	73	1	111
65	74	1	7
66	74	1	171
67	75	1	376
68	77	1	27
69	77	1	157
70	77	1	62
71	77	1	297
72	79	1	14
73	79	1	154
74	79	1	20
75	80	1	356
76	86	1	16
77	86	1	82
78	87	1	21
79	88	1	83
80	88	1	87
81	89	1	107
82	89	1	320
83	90	1	13
84	90	1	10
85	91	1	357
86	92	1	202
87	92	1	216
88	94	1	17
89	94	1	111
90	49	1	255
91	95	1	171
92	95	1	36
93	97	1	92
94	97	1	210
95	98	1	16
96	98	1	284
97	98	1	304
98	98	1	46
99	7	1	254
100	7	1	143
101	7	1	20
102	7	1	12
103	1	1	44
104	3	1	153
105	122	1	121
106	5	1	280
107	84	1	110
108	84	1	253
109	84	1	118
110	84	1	78
111	100	1	11
112	103	1	9
113	103	1	111
114	104	1	53
115	105	1	228
116	105	1	76
117	106	1	138
118	106	1	47
119	108	1	36
120	108	1	103
121	109	1	241
122	109	1	169
123	110	1	1
124	39	1	187
125	39	1	461
126	38	1	179
127	38	1	244
128	37	1	222
129	37	1	223
130	42	1	148
131	30	1	15
132	30	1	96
133	40	1	125
134	32	1	24
135	33	1	11
136	33	1	35
137	35	1	312
138	217	1	163
139	217	1	74
140	54	1	37
141	54	1	260
142	50	1	8
143	50	1	12
144	51	1	106
145	51	1	48
146	52	1	276
147	53	1	291
148	45	1	137
149	45	1	211
150	45	1	15
151	45	1	266
152	45	1	147
153	45	1	29
154	45	1	54
155	45	1	108
156	45	1	437
157	45	1	187
158	45	1	219
159	45	1	35
160	45	1	66
161	45	1	234
162	45	1	38
163	45	1	59
164	45	1	2
165	45	1	4
166	45	1	41
167	45	1	55
168	45	1	50
169	47	1	433
170	48	1	244
171	114	1	61
172	114	1	80
173	115	1	19
174	116	1	153
175	116	1	372
176	116	1	3
177	118	1	158
178	117	1	65
179	119	1	51
180	119	1	172
181	113	1	175
182	177	1	50
183	177	1	261
184	177	1	172
185	137	1	147
186	137	1	90
187	55	1	4
188	120	1	101
189	120	1	406
190	101	1	6
191	101	1	25
192	125	1	1
193	125	1	84
194	125	1	46
195	57	1	146
196	57	1	69
197	57	1	19
198	57	1	47
199	136	1	359
200	136	1	241
201	8	1	251
202	8	1	9
203	127	1	106
204	127	1	148
205	127	1	80
206	127	1	39
207	124	1	42
208	128	1	58
209	129	1	253
210	130	1	33
211	112	1	5
212	123	1	161
213	123	1	85
214	132	1	10
215	6	1	14
216	135	1	418
217	134	1	187
218	141	1	168
219	140	1	9
220	140	1	22
221	13	1	113
222	142	1	293
223	142	1	45
224	145	1	93
225	152	1	242
226	78	1	157
227	147	1	52
228	147	1	108
229	158	1	100
230	99	1	58
231	99	1	118
232	150	1	170
233	150	1	103
234	160	1	330
235	155	1	329
236	76	1	101
237	76	1	98
238	76	1	12
239	76	1	9
240	76	1	75
241	76	1	2
242	76	1	294
243	43	1	61
244	43	1	310
245	43	1	90
246	81	1	215
247	167	1	14
248	173	1	147
249	173	1	121
250	173	1	415
251	159	1	87
252	159	1	22
253	159	1	140
254	163	1	136
255	168	1	458
256	187	1	13
257	169	1	63
258	199	1	6
259	85	1	360
260	126	1	55
261	126	1	251
262	149	1	8
263	146	1	184
264	178	1	111
265	175	1	4
266	175	1	385
267	166	1	119
268	166	1	0
269	166	1	43
270	186	1	59
271	190	1	71
272	181	1	42
273	182	1	68
274	182	1	290
275	4	1	157
276	189	1	257
277	194	1	32
278	194	1	375
279	193	1	243
280	193	1	73
281	192	1	102
282	192	1	27
283	224	1	129
284	224	1	9
285	201	1	9
286	208	1	184
287	185	1	256
288	195	1	9
289	180	1	346
290	180	1	78
291	188	1	105
292	197	1	35
293	2	1	238
294	154	1	14
295	154	1	73
296	198	1	36
297	203	1	17
298	203	1	45
299	203	1	120
300	207	1	8
301	18	1	94
302	18	1	6
303	205	1	4
304	202	1	85
305	202	1	210
306	212	1	390
307	209	1	60
308	211	1	43
309	216	1	4
310	214	1	155
311	214	1	174
312	230	1	48
313	230	1	147
314	218	1	25
315	218	1	52
316	227	1	5
317	227	1	91
318	225	1	191
319	225	1	134
320	213	1	15
321	213	1	188
322	237	1	433
323	237	1	197
324	215	1	35
325	215	1	88
326	231	1	353
327	233	1	104
328	244	1	123
329	240	1	250
330	229	1	63
331	246	1	21
332	247	1	425
333	234	1	171
334	234	1	200
335	249	1	58
336	249	1	222
337	98	1	178
338	98	1	37
339	98	1	85
340	98	1	180
341	45	1	14
342	45	1	13
343	28	1	80
344	28	1	73
345	28	1	110
346	28	1	6
347	89	1	95
348	89	1	272
349	89	1	42
350	89	1	79
351	89	1	43
352	89	1	10
353	89	1	199
354	64	1	101
355	64	1	16
356	64	1	36
357	64	1	412
358	173	1	165
359	173	1	9
360	173	1	49
361	36	1	83
362	177	1	389
363	177	1	97
364	27	1	75
365	27	1	226
366	27	1	98
367	27	1	88
368	27	1	113
369	27	1	244
370	27	1	90
371	27	1	77
372	27	1	67
373	27	1	6
374	27	1	64
375	27	1	287
376	177	1	478
377	113	1	76
378	113	1	189
379	20	1	230
380	20	1	34
381	20	1	11
382	20	1	225
383	20	1	103
384	20	1	136
385	20	1	49
386	20	1	79
387	20	1	103
388	20	1	209
389	20	1	17
390	20	1	42
391	239	1	207
392	239	1	98
393	239	1	80
394	239	1	200
395	239	1	75
396	239	1	196
397	239	1	230
398	239	1	43
399	239	1	68
400	239	1	112
401	239	1	259
402	79	1	44
403	79	1	109
404	79	1	14
405	79	1	318
406	98	1	124
407	98	1	50
408	84	1	433
409	84	1	80
410	84	1	91
411	84	1	59
412	210	1	121
413	210	1	247
414	210	1	3
415	210	1	159
416	210	1	353
417	210	1	51
418	210	1	36
419	210	1	34
420	210	1	11
421	37	1	60
422	126	1	77
423	65	1	29
424	239	1	25
425	31	1	9
426	45	1	75
427	23	1	7
428	103	1	6
429	242	1	19
430	184	1	77
431	37	1	64
432	96	1	11
433	75	1	7
434	37	1	2
435	46	1	89
436	9	1	51
437	126	1	24
438	58	1	16
439	9	1	1
440	133	1	52
441	76	1	47
442	36	1	10
443	37	1	17
444	45	1	4
445	173	1	17
446	56	1	10
447	83	1	45
448	24	1	19
449	37	1	3
450	141	1	6
451	27	1	21
452	223	1	81
453	225	1	60
454	43	1	50
455	139	1	44
456	7	1	25
457	37	1	16
458	173	1	10
459	90	1	75
460	175	1	80
461	210	1	69
462	34	1	1
463	61	1	22
464	104	1	13
465	7	1	41
466	6	1	8
467	184	1	84
468	28	1	21
469	1	1	69
470	96	1	4
471	76	1	16
472	155	1	1
473	198	1	76
474	198	1	102
475	71	1	13
476	173	1	63
477	92	1	1
478	46	1	6
479	162	1	88
480	28	1	37
481	24	1	1
482	153	1	6
483	239	1	4
484	1	1	32
485	127	1	2
486	45	1	90
487	61	1	12
488	220	1	19
489	77	1	11
490	148	1	57
491	242	1	86
492	24	1	93
493	131	1	45
494	84	1	63
495	128	1	4
496	84	1	20
497	177	1	5
498	162	1	21
499	225	1	10
500	94	1	15
501	84	1	11
502	84	1	12
503	107	1	4
504	172	1	89
505	84	1	46
506	37	1	68
507	239	1	34
508	17	1	124
509	239	1	55
510	84	1	59
511	84	1	36
512	84	1	3
513	173	1	40
514	249	1	13
515	155	1	33
516	29	1	32
517	242	1	28
518	84	1	26
519	80	1	1
520	162	1	25
521	8	1	82
522	173	1	54
523	157	1	23
524	76	1	51
525	229	1	56
526	84	1	77
527	83	1	94
528	45	1	2
529	170	1	8
530	28	1	7
531	220	1	20
532	93	1	58
533	84	1	115
534	99	1	43
535	58	1	45
536	78	1	56
537	161	1	43
538	45	1	37
539	45	1	81
540	239	1	23
541	116	1	35
542	127	1	26
543	143	1	5
544	128	1	19
545	192	1	70
546	27	1	42
547	128	1	76
548	175	1	65
549	196	1	20
550	2	1	66
551	35	1	40
552	67	1	1
553	38	1	34
554	118	1	1
555	230	1	35
556	146	1	31
557	197	1	3
558	45	1	4
559	84	1	67
560	173	1	25
561	45	1	14
562	71	1	32
563	239	1	43
564	213	1	88
565	71	1	95
566	27	1	95
567	7	1	1
568	239	1	65
569	170	1	22
570	29	1	9
571	101	1	4
572	2	1	8
573	220	1	38
574	223	1	72
575	223	1	28
576	104	1	28
577	38	1	12
578	67	1	20
579	84	1	4
580	101	1	23
581	101	1	15
582	223	1	73
583	20	1	9
584	43	1	111
585	6	1	15
586	102	1	33
587	137	1	12
588	84	1	63
589	94	1	51
590	162	1	6
591	239	1	72
592	239	1	11
593	83	1	51
594	128	1	93
595	118	1	34
596	161	1	16
597	67	1	52
598	75	1	77
599	162	1	54
600	120	1	97
601	84	1	103
602	118	1	28
603	86	1	1
604	77	1	1
605	239	1	60
606	84	1	82
607	94	1	59
608	161	1	25
609	103	1	3
610	229	1	77
611	218	1	17
612	163	1	100
613	23	1	16
614	38	1	34
615	71	1	51
616	31	1	30
617	155	1	76
618	43	1	20
619	249	1	6
620	37	1	50

# Callbacks
# TaskID	Location	Priority (1: Low; 2: Medium; 3: High)	Duration

# Collaborations
55	56
73	74
148	149
157	154
163	164
165	166
238	239
240	241
341	342
343	344
345	346
347	348
351	350
354	355
359	360
362	363
367	368
391	392
393	394
412	413
423	529
444	521
471	522
545	525
557	528
562	524
566	530
582	527
604	523
609	526
